,tweet_date,tweet_id,text,user_id,username,userLocation,followersCount,friendsCount,statusesCount,favouriteCount,verified
24,Wed Dec 12 23:52:08 +0000 2018,1073002596044947456,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",2165778602,Armyra♕,"Kuala Selangor, Selangor",339,395,12258,4710,False
25,Wed Dec 12 23:52:11 +0000 2018,1073002606061109248,why somebody hit my car in mcdonald’s drive through 😩 IM OVER TODAY !,220116212,Destiny She'lyn ✨,"Houston, TX",1945,1032,88555,6551,False
26,Wed Dec 12 23:52:13 +0000 2018,1073002613753417728,RT @SportsJOEdotie: Was Ciaran McDonald's left footed swerver against Dublin the most iconic point in football history? https://t.co/bgvHmb…,83242159,Laura Heaney,"Mayo, Ireland",124,406,2604,3890,False
27,Wed Dec 12 23:52:14 +0000 2018,1073002618551746560,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,464233998,a l y.,,261,239,1509,3410,False
28,Wed Dec 12 23:52:16 +0000 2018,1073002628659982336,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,419936219,Ally Kocovic,,428,345,12033,8919,False
29,Wed Dec 12 23:52:20 +0000 2018,1073002646049513473,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",809443932761243648,Jiman,"Nizhniy Novgorod, Russia",452,658,21463,10363,False
30,Wed Dec 12 23:52:22 +0000 2018,1073002651686658049,RT @Bro_Hazwan: Baja kuda🐴🐴 100% organik tiada bahan kimia. Tepi jalan berhadapan Mcdonald Perda. RT untuk rezeki kami bertiga🤗🤗 https://t.…,222006430,Twt_TgMalim,"Hulu Bernam Timor, Perak",5710,1475,258388,19414,False
31,Wed Dec 12 23:52:22 +0000 2018,1073002653003726848,RT @tonestradamus: When you lit and you run over the curb at McDonald’s https://t.co/XXB4hpgCdV,2851248758,a🌺,"Revere, MA",294,234,2313,5774,False
32,Wed Dec 12 23:52:23 +0000 2018,1073002655855841280,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,1835785796,val morales,"Ocala, FL",508,301,9882,11149,False
33,Wed Dec 12 23:52:30 +0000 2018,1073002687195561984,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",854533047399497728,🐰,"Johor Bahru, Johor",32,139,5808,3428,False
34,Wed Dec 12 23:52:34 +0000 2018,1073002701850664960,"@PaulPosholi McDonald’s chicken nuggets are clapped, next",84415798,Shola Anne,Cheltenham,2408,1505,99555,42813,False
35,Wed Dec 12 23:52:36 +0000 2018,1073002712260726784,"RT @TYsMochi: Jay is like the ice cream machine at McDonald’s, always broken.",900830009773785089,☕️♡’s xuxi + 7드림 🎄| jaeyong au📌,i miss astro,431,379,4146,10146,False
36,Wed Dec 12 23:52:37 +0000 2018,1073002717759590401,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,97548223,Jacquelyn,,341,150,5766,18344,False
37,Wed Dec 12 23:52:38 +0000 2018,1073002720389292033,RT @Bro_Hazwan: Baja kuda🐴🐴 100% organik tiada bahan kimia. Tepi jalan berhadapan Mcdonald Perda. RT untuk rezeki kami bertiga🤗🤗 https://t.…,2688982716,Nur Azlin,Malaysia,157,9,34788,1,False
38,Wed Dec 12 23:52:40 +0000 2018,1073002728970948608,@AresMagali Todo bien Amiga Gracias y En McDonald´s que está lleno,1428440616,Carlos Bernal Romero,,1215,84,356820,127,False
39,Wed Dec 12 23:52:41 +0000 2018,1073002733467164672,"@dangerkated My thinking: Kids are hard (and life is hard), so do whatever you can to make easier.

That might mean… https://t.co/BNNQz0zxo0",2990621,Abi Jones,"Santa Cruz, CA",5990,236,42864,8186,False
40,Wed Dec 12 23:52:41 +0000 2018,1073002734067113984,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,542203539,MOE,probably on the field,1138,778,20449,18643,False
41,Wed Dec 12 23:52:53 +0000 2018,1073002782037286912,@neilmullen07 @dipsMUFC Is the pilot Big Jim McDonald? 😂,297585197,Mark.,"Northern Ireland, United Kingd",3664,3789,72762,82941,False
42,Wed Dec 12 23:52:57 +0000 2018,1073002799611420672,RT @tonestradamus: When you lit and you run over the curb at McDonald’s https://t.co/XXB4hpgCdV,2932307461,Sergio Martinez,,58,104,3462,2450,False
43,Wed Dec 12 23:53:02 +0000 2018,1073002822247956480,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",1581552193,nurin,,484,503,17643,6053,False
44,Wed Dec 12 23:53:04 +0000 2018,1073002826945589248,RT @TheAmranFanz: RT kalau McDonald’s Malaysia patut ada fries XXXL ni 🤤🍟 https://t.co/DQtG9f2X5D,799821799676481536,nurul,,152,131,5545,1236,False
45,Wed Dec 12 23:53:04 +0000 2018,1073002828266958849,"RT @Jukehorse50: You're having lunch at McDonald's, and you see Trump choking on a Big Mac ... Do you order an ice cream sandwich or a McFl…",91269329,Paul Green,"New Jersey, USA",4346,3781,106222,172469,False
46,Wed Dec 12 23:53:14 +0000 2018,1073002869522079745,y’all really buying McDonald’s with Uber eats...,2211079060,𝓔,florida a&m university ,2604,956,68621,70263,False
47,Wed Dec 12 23:53:16 +0000 2018,1073002879705698304,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,803035520355868672,Kaya Boeckermann🖕🖖,"Port Angeles, WA",186,186,913,11833,False
48,Wed Dec 12 23:53:18 +0000 2018,1073002888941715457,#Steelers TE Vance McDonald (@VMcDonald89) will join the @DVERADIO Morning Show tomorrow at 7:15 a.m. with… https://t.co/Cuauh6L60N,58905046,Dom Rinelli,"Pittsburgh, PA",9498,433,4196,1251,False
49,Wed Dec 12 23:53:19 +0000 2018,1073002892875960333,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,2726026408,Sydni,,188,207,6545,10613,False
50,Wed Dec 12 23:53:20 +0000 2018,1073002896122249216,&amp; a McDonald's.,478233215,HerbSINsemilla,"Sun Valley,CA",0,0,86955,7734,False
51,Wed Dec 12 23:53:24 +0000 2018,1073002913759420416,Mr. Maxwells class is making me reconsider quitting school and working @ McDonald’s.,1071096348190085120,Avery Caldwell,,21,53,10,46,False
52,Wed Dec 12 23:53:25 +0000 2018,1073002917551095813,RT @Jaack: Just bumped into Liverpool goalkeeper Alisson in McDonald’s. He ordered a Big Mac. Can’t believe how quirky he is! One of the gr…,75046752,Headless Chicken 🐔,,593,440,211533,60505,False
53,Wed Dec 12 23:53:28 +0000 2018,1073002931060789248,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",840480776600731648,mön,Wakanda,89,433,14085,17608,False
54,Wed Dec 12 23:53:28 +0000 2018,1073002931274821634,RT @tattedpoc: @noneforaII @iesrec put your clown costume on Ronald McDonald and serve me my food,703474807,joy,,601,147,90098,7131,False
55,Wed Dec 12 23:53:32 +0000 2018,1073002947422892043,"RT @drinelli: #Steelers TE Vance McDonald (@VMcDonald89) will join the @DVERADIO Morning Show tomorrow at 7:15 a.m. with @DVERandy, @dveBil…",23660985,"Christina L. Rivers  (SCU, NFL)",USA,1218,978,28529,34517,False
56,Wed Dec 12 23:53:34 +0000 2018,1073002955253534720,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,3020046331,mylee,,1188,457,2979,11995,False
57,Wed Dec 12 23:53:43 +0000 2018,1073002992989757440,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",450517942,Zue,worldwide ,498,252,83446,21197,False
58,Wed Dec 12 23:53:46 +0000 2018,1073003005639766016,RT @NiggazWILIN: We going to McDonald's anyone want something? https://t.co/LqHxOEiqq3,2572133720,Em,portland,391,343,7601,15642,False
59,Wed Dec 12 23:53:46 +0000 2018,1073003004490670086,RT @_Blockaye: This is what McDonald’s sprite taste like https://t.co/te5KoRLggz,2944658758,Viv(ienne)🎅🏽🎄🎁,"London, England",132,69,14185,46698,False
60,Wed Dec 12 23:53:46 +0000 2018,1073003006310969349,Today my 3 year old met someone that he knew at McDonald’s it was a mind blowing experience. I don’t think he has e… https://t.co/31XSdgtFLY,2806732959,Anthony Schmidt,"Chicago, IL",44,114,73,83,False
61,Wed Dec 12 23:53:51 +0000 2018,1073003027294908416,RT @TheAmranFanz: RT kalau McDonald’s Malaysia patut ada fries XXXL ni 🤤🍟 https://t.co/DQtG9f2X5D,3148938385,🦖,Camp Nou,607,248,29336,38366,False
62,Wed Dec 12 23:53:52 +0000 2018,1073003030188937216,RT @AkTone47: going back to your ex is like reheating mcdonald’s fries,1047597602621902848,Alexandra🍾,,85,79,1402,2574,False
63,Wed Dec 12 23:53:53 +0000 2018,1073003035520106504,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,617482515,Kamya,,985,457,35986,31293,False
64,Wed Dec 12 23:53:57 +0000 2018,1073003052351791108,RT @soynimbus: Evo pudo sacar a Coca Cola de Bolivia y McDonald's quebró fue gracias a la mentalidad y el tradicionalismo alimenticio de su…,2741941228,caidodelzarzo,,70,629,5051,8916,False
65,Wed Dec 12 23:54:06 +0000 2018,1073003087667912706,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,1681721299,Stacey Belt,,54,149,1983,1493,False
66,Wed Dec 12 23:54:08 +0000 2018,1073003098770046976,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",914886665386172421,awin,,95,163,4191,2392,False
67,Wed Dec 12 23:54:10 +0000 2018,1073003103786545157,RT @tonestradamus: When you lit and you run over the curb at McDonald’s https://t.co/XXB4hpgCdV,2603748892,Redd🎒🍄,"Camden, NJ",162,624,10646,12831,False
68,Wed Dec 12 23:54:09 +0000 2018,1073003103102951428,RT @BaierErica: McDonald’s is rolling out a campaign to reduce the use of antibiotics in livestock... Maybe they should look at the ridicul…,1671615601,victoria benavides,Aguilares texas,86,62,1612,2092,False
69,Wed Dec 12 23:54:13 +0000 2018,1073003120202940416,McDonald’s touchscreen study calls for zero tolerance approach @KioskMktplc https://t.co/7ZpFCSotUb,2209968248,Tray,"Santa Monica, CA",364,755,657,77,False
70,Wed Dec 12 23:54:14 +0000 2018,1073003122736263168,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",422483372,nurnishaq,,326,211,16115,1989,False
71,Wed Dec 12 23:54:21 +0000 2018,1073003151698083842,"RT @jacqueliinern: mi novio y yo estamos discutiendo, ¿qué preferís?
🔁 rt si Burger King
❤️ fav si McDonald https://t.co/RI7ru9dY76",980691109,Ainhoa,,947,585,10888,3488,False
72,Wed Dec 12 23:54:21 +0000 2018,1073003152440508420,Who the fuck eats ranch you’re disgusting,2686610479,surrah,,614,876,36844,58379,False
73,Wed Dec 12 23:54:21 +0000 2018,1073003153468010496,"RT @2VGKHockeyBoys: Come support Ronald McDonald House Charities &amp; see Santa,the Grinch @vegas_wish,Angel-1 &amp; @BarkAndreFurry THIS SATURDAY…",312335379,Rick Williams,"Las Vegas, Nevada",871,825,4931,4109,False
74,Wed Dec 12 23:54:21 +0000 2018,1073003153480650758,RT @CNN: McDonald's says it will reduce the use of antibiotics in its beef around the world https://t.co/rzwFE5JSiV https://t.co/dAjuLpOrLH,2783238448,Joe,,599,154,18164,70979,False
75,Wed Dec 12 23:54:22 +0000 2018,1073003156617879552,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",1018836090,Zety .,,556,424,10721,235,False
76,Wed Dec 12 23:54:22 +0000 2018,1073003154978025474,RT @adage: McDonald's franchisees to corporate: We're not going to take it https://t.co/cnaGIWqIxl https://t.co/aoojy4rsEC,52333176,Adi Haasz,around,98,1231,3746,331,False
77,Wed Dec 12 23:54:23 +0000 2018,1073003161504440327,"RT @AliciaBLike: Y'all won't advocate for a universal basic income, or hell, even a livable minimum wage! Y'all the same people who argue a…",157881245,Gil,"New York, NY",327,555,28556,36846,False
78,Wed Dec 12 23:54:25 +0000 2018,1073003168546676736,"RT @gegelechti18: Bien-être animal, COP24 et McDonald's : l'actu des sciences en ultrabrèves https://t.co/N6MSZmz7W2 via @Sciences_Avenir",972636607,Jack Lass™ 🎲 [0.4k],,485,4994,45358,24451,False
79,Wed Dec 12 23:54:28 +0000 2018,1073003181603463168,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,1161674730,Lorena Zavala,,124,182,2032,4098,False
80,Wed Dec 12 23:54:31 +0000 2018,1073003195817955330,"Ozzy Osbourne meets Mac Sabbath, the McDonald's-themed Black Sabbath tribute band https://t.co/D8K5Vmsj5n",2164998043,Monterey Bar,"Danziger Strasse 61 , Berlin",941,1575,2716,2853,False
81,Wed Dec 12 23:54:33 +0000 2018,1073003203061604353,RT @JoshBew95: Dennis Skinner is a fucking working class hero mate and Stewart McDonald is a specky grass https://t.co/BVRPyNll9s,470558925,Sam Downing,,249,275,1345,2603,False
82,Wed Dec 12 23:54:36 +0000 2018,1073003213865943045,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",1645330993,aideyyy,Malaysia,452,215,4051,2975,False
83,Wed Dec 12 23:54:36 +0000 2018,1073003216416067584,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,759098701855928320,deniya,probably w/ don,204,265,4925,10431,False
84,Wed Dec 12 23:54:44 +0000 2018,1073003247147933704,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,4489931353,peyton🥵,,81,118,1424,1483,False
85,Wed Dec 12 23:54:44 +0000 2018,1073003249324748805,See @AliGorman6abc  we're good😂,2783238448,Joe,,599,154,18164,70979,False
86,Wed Dec 12 23:54:52 +0000 2018,1073003283457945610,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,797470846621249536,the bitch,"London, England",29,169,711,2286,False
87,Wed Dec 12 23:54:54 +0000 2018,1073003289606873095,Took a drive to Quebec for a coffee and kill some time!! — eating coffe at McDonald's Canada https://t.co/1wT1iCgYV7,273589756,Peg Sarino,"Oshawa, Ontario, Canada",27,83,6095,11,False
88,Wed Dec 12 23:54:54 +0000 2018,1073003288747040774,"Bitch at McDonald’s gone say she in her bag , all I know is my sauce &amp; fries 🍟 Better be in that bag 😬",3671310077,615YungBandz 🎤  i HOST,,255,303,214,386,False
89,Wed Dec 12 23:54:55 +0000 2018,1073003296539914240,@OfficialJoshA I’m at McDonald’s what you want,697483571833864196,Blake Chamness,Texas,204,513,2160,2496,False
90,Wed Dec 12 23:54:57 +0000 2018,1073003303775158275,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,1066936695491387392,🌹,,18,19,130,32,False
91,Wed Dec 12 23:54:57 +0000 2018,1073003301929545728,"The Ronald McDonald House provides families shelter and support, while their children undergo medical treatment. I… https://t.co/8o2JL3zGPB",872866416659120128,Kaitlin Miller,,305,816,690,125,False
92,Wed Dec 12 23:55:00 +0000 2018,1073003315133333508,RT @tattedpoc: @noneforaII @iesrec put your clown costume on Ronald McDonald and serve me my food,550392500,CONI,,601,214,28185,68277,False
93,Wed Dec 12 23:55:08 +0000 2018,1073003350835322882,"RT @lesen_hilft: @McDonaldsDENews @KatharinaSchwir @CocaCola_De @noafdberlin hasse euren Fraß, meine Kinder wissen bis heute nicht was ""McD…",798647256115253248,Andreas Wagner,"Aachen, Deutschland",234,569,26180,20423,False
94,Wed Dec 12 23:55:09 +0000 2018,1073003351711854603,"RT @ConsumerReports: “The ultimate impact of McDonald’s efforts will depend on the targets it develops in the next two years, and we’ll be…",3413083078,Rafael Gutierrez B,,37,210,2872,990,False
95,Wed Dec 12 23:55:09 +0000 2018,1073003354719051776,RT @Bro_Hazwan: Baja kuda🐴🐴 100% organik tiada bahan kimia. Tepi jalan berhadapan Mcdonald Perda. RT untuk rezeki kami bertiga🤗🤗 https://t.…,220385123,ㅤjäy,"Gemas, Negeri Sembilan",374,319,17755,5963,False
96,Wed Dec 12 23:55:12 +0000 2018,1073003364328333315,"Mi papá estaba más emocionado que yo para ir al McDonald’s, me dice: Nose que vas a comer vos pero yo quiero alta h… https://t.co/JBgKYSgstU",915448212,Juli♡,Choele Choel - Bahia Blanca ,2248,2313,11143,15818,False
97,Wed Dec 12 23:55:15 +0000 2018,1073003379117309952,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",3246030085,nuna,"Malacca, Malaysia",422,314,26611,46277,False
98,Wed Dec 12 23:55:16 +0000 2018,1073003383664009218,"RT @ulat_bulu_bulu: When your mom drives past McDonald's and says ""there's food at home."" https://t.co/f40cDCKw6x",1035942099164647425,kurik.kundi,Malaysia,71,121,915,381,False
99,Wed Dec 12 23:55:17 +0000 2018,1073003384708448268,McDonald’s got the best chocolate chip cookies don’t at me 🤔,423879621,Maine GotIt🍪🌴,"Ypsilanti, MI",2956,2424,80946,13608,False
100,Wed Dec 12 23:55:21 +0000 2018,1073003404174213122,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,714484614677573632,Jenn🐒🌴,"Dalton, GA ",265,240,3825,10780,False
101,Wed Dec 12 23:55:24 +0000 2018,1073003417323298816,I liked a @YouTube video https://t.co/CowcXkk2TD McDonald's McRib + Bonus Review!!!,22469584,Belinda Gero (formerly Demy-Geroe),"Brisbane, Queensland",1947,3633,94668,10689,False
102,Wed Dec 12 23:55:31 +0000 2018,1073003446163386369,McDonald’s French fries have more than 10 ingredients in them. They are killing Americans way faster than immigrant… https://t.co/JhjAuvsnKp,2300632260,Anyse ♓️,,192,139,12939,1087,False
103,Wed Dec 12 23:55:33 +0000 2018,1073003453197242368,Audra Ann McDonald,928079128510783488,sean b. johnson 👓,,68,427,1303,7027,False
104,Wed Dec 12 23:55:34 +0000 2018,1073003459505344512,RT @hotelgaruda: chris is playing this mcdonald’s rave tomorrow and i’m tempted to make an edit of fisher “losing it” with the mcdonald’s “…,1626087254,Dirty Dan 🔫,"Yo Mom's House, California ",263,690,39868,11622,False
105,Wed Dec 12 23:55:46 +0000 2018,1073003506498502659,RT @eunicegyakye: So McDonald’s tried finish me this morning😣 @McDonaldsUK https://t.co/JvMjOoUXKV,969860142,AnnLoftusCheek🥳,,685,449,74011,216992,False
106,Wed Dec 12 23:55:46 +0000 2018,1073003509409292289,THE worst,460536029,Jake from Statefarm,,614,541,4886,4323,False
107,Wed Dec 12 23:55:49 +0000 2018,1073003520134012929,"RT @mhdhnf: Benda ni kalau dah sejuk, rasa dia takde beza dengan span kering. https://t.co/M06WikIKtH",3067647511,Dylla 🌻,"George Town, Pinang",848,120,25675,2810,False
108,Wed Dec 12 23:55:51 +0000 2018,1073003528652800002,"@itsvickysalinas @MariaBecerra22 Y la explotación no está solo en el ámbito del trabajo sexual, esta en todos lados… https://t.co/C1I75RNEOz",2302456915,Juli Ferraro,"Quilmes, Argentina",4727,991,13676,8897,False
109,Wed Dec 12 23:55:54 +0000 2018,1073003543714508800,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,43059268,Beenie Brewer ❄️,👻 beenie5,383,336,3358,3155,False
110,Wed Dec 12 23:55:56 +0000 2018,1073003551406866433,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,446716502,Kat 🇨🇴,"Queens, NY",616,353,25915,2412,False
111,Wed Dec 12 23:56:01 +0000 2018,1073003572055429120,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,1015357843447386113,G☃️🎅🏽🦌🎄,,132,165,2099,841,False
112,Wed Dec 12 23:56:03 +0000 2018,1073003578644672512,RT @vic_moser: Creeping on me and my posts won’t tell you anything. I could tweet “I’m so done” and be talking about how McDonald’s didn’t…,3002632593,kam,,228,207,4988,3202,False
113,Wed Dec 12 23:56:05 +0000 2018,1073003589113704449,"@Fred_Delicious Haha yeah, that and leaving Sam Nunberg at a McDonald’s because his order took too long.",146230531,Hurdy-Gurdy Man,"Aberdeen, SD",110,212,2165,2868,False
114,Wed Dec 12 23:56:09 +0000 2018,1073003603839729664,RT @tattedpoc: @noneforaII @iesrec put your clown costume on Ronald McDonald and serve me my food,307517869,I love Yoongi,Washington,523,462,62879,4407,False
115,Wed Dec 12 23:56:10 +0000 2018,1073003607891632128,McDonald's frenará el uso de antibióticos en su carne de ternera https://t.co/rbiyqx59MN via @ABC_Conocer,160194192,Luis J.,,1417,2025,324797,6639,False
116,Wed Dec 12 23:56:10 +0000 2018,1073003610231967744,"congrats bro, couldn’t be prouder. came along way from basement moves and walks to McDonald’s… https://t.co/f8MWgdNax7",734850615281586177,marshall,,167,263,375,2596,False
117,Wed Dec 12 23:56:13 +0000 2018,1073003619904032769,RT @breaking9111: SHOCK VIDEO: Elderly Woman Run Over By Scumbag at Florida McDonald’s - https://t.co/a6IO2Lw3Yz,4896508569,Mary Lugo,,436,483,5845,38833,False
118,Wed Dec 12 23:56:13 +0000 2018,1073003622273835008,@kingre_em 😭😭😭😭 McDonald’s tell my baby I feel her disappointment,1736284358,Princess Nuha نُهى,In a G5 Sittin on the RunWay! ,685,491,28973,5456,False
