Company,Date,Tweet,GeneralScore,LMScore
$HD,11/29/2018,"b""Week's Most Significant Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTRa https://t.co/GSCvEj4PAf""",0.0625,0
$HD,11/29/2018,b'RT @Greenbackd: Joel GreenblattaTMs Gotham Asset Management Top Ten Positions at 9-30-2018: \n\n1. $WMT Walmart\n2. $AAPL Apple\n3. $VZ Verizon\n4a',0.285714286,0.066666667
$HD,11/29/2018,b'RT @Greenbackd: Joel GreenblattaTMs Gotham Asset Management Top Ten Positions at 9-30-2018: \n\n1. $WMT Walmart\n2. $AAPL Apple\n3. $VZ Verizon\n4a',0.133333333,0.066666667
$HD,11/29/2018,b'RT @Greenbackd: Joel GreenblattaTMs Gotham Asset Management Top Ten Positions at 9-30-2018: \n\n1. $WMT Walmart\n2. $AAPL Apple\n3. $VZ Verizon\n4a',0.333333333,0.066666667
$HD,11/29/2018,b'Joel GreenblattaTMs Gotham Asset Management Top Ten Positions at 9-30-2018: \n\n1. $WMT Walmart\n2. $AAPL Apple\n3. $VZ Va https://t.co/PoQz85Ik8P',0.2,0.071428571
$HD,11/29/2018,"b'Partnervest Advisory Services Increased Its Amazon Com $AMZN Position by $324,700; Market Value Rose; Crystal Rocka https://t.co/pFjxqnMwOJ'",0.133333333,0.071428571
$HD,11/29/2018,b'Shareholder Oceanic Investment Management LTD Has Increased Capital Product Partners LP $CPLP Stake; As Home Depota https://t.co/OvMUkG9gKi',0,0
$HD,11/29/2018,b'Home Depot Inc: Heavy volume for Home Depot (The) stock. $HD https://t.co/JByrq6l9Oq https://t.co/bQ5zrArUlx',0.090909091,0
$HD,11/29/2018,"b'Home Depot Is Starting To Look Attractive Again https://t.co/Ln1fp0KqJ4 $HD, $AMZN Great Dividend Stock BUY HD!'",0,0.181818182
$HD,11/29/2018,"b""Target and Lowe's Have Their Eyes on the Long-Term Prize https://t.co/TbfBaIVfRz $TGT $LOW $LB $HD https://t.co/FD0diTnO35""",-0.083333333,0
$HD,11/29/2018,b'How many times do you think Powell will raise rate in 2019? $SPY $DIA $UCO $GLD $IWM $XLK $XLE $XLF $XLY $XLP $XLVa https://t.co/SPJhfkOZZV',0,-0.052631579
$HD,11/29/2018,b'Home Depot INC $HD Position Has Raised by American International Group Inc - https://t.co/aYnbiQ7vnP',0,0.1
$HD,11/29/2018,"b'As Home Depot INC $HD Market Value Rose, American International Group INC Has Upped by $11.30 Million Its Holding - https://t.co/GO7YUwK1KX'",0.1875,0
$HD,11/29/2018,b'American International Group INC Holds Holding in Home Depot INC $HD https://t.co/XAqt3ztphF',0.083333333,0
$HD,11/29/2018,b'Home Depot INC $HD Shareholder American International Group INC Raised Holding by $11.30 Million - https://t.co/VtYCBc4HTo',0.133333333,0
$HD,11/29/2018,b'$ABT $ALL $C $CVX $GE $MET $HPE $HD $V $MA $NKE $MELI $ATVI $VRSK $FISV $ASML $INTC $TTWO $MU $ADBE $SNPS $CHTRa https://t.co/8qx37t9TzU',0,0
$HD,11/29/2018,"b'MACD(12, 26, 9) Bull Crossover Stock: $ABT, $CSCO, $CVX, $ET, $FCX, $HD, $LOW, $MU'",0,0
$HD,11/29/2018,"b'$IVST Float 11,796,710 as of 08/16/2018 $IBB #Biotechnology #FDA #biotech $GILD $BMY $JNJ $MRK $NVS $PFE $BSX $CAT $HD $NVDA $GOOG'",0,0
$HD,11/29/2018,b'What Jerome Powell said yesterday to cause a stock market rebound. https://t.co/LnHRmxOFrV via @YouTube\n\n$cl\n$esa https://t.co/ZpQiQPmcxy',0.166666667,0.076923077
$HD,11/29/2018,"b'$IVST Float 11,796,710 as of 08/16/2018 $IBB #Biotechnology #FDA #biotech $GILD $BMY $JNJ $MRK $NVS $PFE $BSX $CAT $HD $NVDA'",-0.125,0
$HD,11/29/2018,b'RT @PennyStockGang: $IVST Innovest Global Announces Elite Biotech Team https://t.co/9SnhhDqwnX $IBB #Biotechnology #FDA #biotech $GILD $BMYa',-0.142857143,0
$HD,11/29/2018,b'RT @PennyStockGang: $IVST Innovest Global Announces Elite Biotech Team https://t.co/9SnhhDqwnX $IBB #Biotechnology #FDA #biotech $GILD $BMYa',0,0
$HD,11/29/2018,"b'$IVST Float 11,796,710 as of 08/16/2018 $IBB #Biotechnology #FDA #biotech $GILD $BMY $JNJ $MRK $NVS $PFE $BSX $CAT $HD'",0,0
$HD,11/29/2018,b'$IVST Innovest Global Announces Elite Biotech Team https://t.co/9SnhhDqwnX $IBB #Biotechnology #FDA #biotech $GILDa https://t.co/Ow7RNlbetr',0,0
$HD,11/29/2018,b'$IVST Innovest Global Announces Elite Biotech Team https://t.co/gj5PQR54ty $SPY $AAPL $NVDA $BIDU $FB $HD $CAT $MSFT $INTC $BAC',0.117647059,0
$HD,11/29/2018,"b'Rockland Trust Co Trimmed Its Home Depot $HD Position; Cognios Capital Lowered Ca $CA Stake By $339,150 https://t.co/82bzAVa9id'",0.176470588,0.090909091
$HD,11/29/2018,b'Microsoft $MSFT Shares Rose While Academy Capital Management Cut Its Holding by $3.08 Million; Mathes Company Cut Ha https://t.co/hDwn0nqxoe',0.066666667,-0.133333333
$HD,11/29/2018,b'Commented on $HD - Home Depot Is Starting To Look Attractive Again https://t.co/c2DW0hx1Ll',-0.1,0.142857143
$HD,11/29/2018,b'$HD - Home Depot Is Starting To Look Attractive Again https://t.co/hehntpJ8Xx',0.071428571,0.166666667
$HD,11/29/2018,b'$HD - Home Depot Is Starting To Look Attractive Again https://t.co/LB3dXJojZO',0.266666667,0.166666667
$HD,11/29/2018,b'top Dow 30 gainers Wednesday  $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJ $WMT $NKE $CVXa https://t.co/uOQtXGGLri',0.125,0
$HD,11/29/2018,"b'Colonial Trust Advisors Boosted Its Home Depot $HD Holding by $386,295; Wealthfront Stake In Netflix     Com $NFLXa https://t.co/eWS3WazBNV'",-0.090909091,0.076923077
$HD,11/29/2018,"b'Alpha Ai Case Study: Week in review. - 26 Long Signals, 0 Short Signals. See how they did! YTM $FB $JPM $GOOG $IWMa https://t.co/p58TNlE8yk'",0.142857143,0
$HD,11/29/2018,b'Webster Bank Upped Its Position in Home Depot $HD as Stock Value Rose; Chunghwa Telecom Co LTD $CHT Position Maintaa https://t.co/9uEg1f49zb',0,0.133333333
$HD,11/29/2018,b'price x volume leaders Wednesday - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOG  $GOOGL $BA $ADBE $BACa https://t.co/Ascsu643DG',0,0
$HD,11/29/2018,"b""Week's Most Significant #Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTRa https://t.co/SLtJgIvI66""",0,0
$HD,11/29/2018,b'Financial Survey: Home Depot $HD versus Latitude 360 $LATX https://t.co/6upleTUtXo',0.2,0
$HD,11/29/2018,b'RT @ARiquier: Rosy outlook for home improvement industry as Americans- and our houses- age. H/T @Harvard_JCHS and @buildzoom https://t.co/6a',0.111111111,0.083333333
$HD,11/29/2018,b'Sign up for Profectus Systems and beat the market $INTC $WDC $STX $SPY $QQQ $DIA $SPX $VIX $XIV $SVXY $UVXY $DGAZ $UGAZ $PEP $KO $HD',0,0
$HD,11/29/2018,b'$MR $DOM\n$ONE $AIR\n$EAT $MR $HD',0.071428571,0
$HD,11/29/2018,"b'The Home Depot, Inc. (NYSE:HD) MF Rank Touches 2587 on the Quant Scale https://t.co/5ZHcMWiog0 $HD #stocks #stockmarket'",0.153846154,0
$HD,11/29/2018,b'very good for $HD #HD and $Low folks stay put and remodeling old caves Y https://t.co/larXMFek1M',0.357142857,0.1
$HD,11/29/2018,"b""RT @Investingcom: If you're looking for dividend growth stocks to build wealth and protect your portfolio then these 2i a are definitely wora""",0.1875,0
$HD,11/29/2018,"b'https://t.co/i04xAEPEWO Learn How This Student Turned $15,253 into $3,126,487  Using 3 These Simple Trading Patterna https://t.co/h5tnOVvtkD'",0.133333333,0
$HD,11/29/2018,b'ACTIVE TRADERS Try one of these FREE trading guides:\n\nhttps://t.co/c4Ozs042Py\n\n$NFLX $TSLA $AAPL $HD $GS $FB $AMZN $GOOGL $NVDA',0.153846154,0
$HD,11/29/2018,b'RT @littlecarrotq: $HD has some interesting things in common with $GE and $GMYY14 https://t.co/JYS9KpT2tq',0,0
$HD,11/29/2018,b'RT @VolatileOptions: Watchlist for 11-29-18: $CAT $BIDU $HD $TSLA #stocks #stockstowatch #Options https://t.co/MCBBB0DaYe',0.058823529,0
$HD,11/29/2018,b'@Quarry_Rock Looks like you had a great day. Nice! Was out due to work but would have only caught $HD if I was playa https://t.co/id4V09SmYL',0,0.090909091
$HD,11/29/2018,b'Will the US $ weaken futher? $SPY $UUP $DIA $UCO $USO $GLD $XLK $XLE $XLF $XLP $XLY $XLV $XLB $XLI $XLU $JPM $BACa https://t.co/69ZYpXr9VW',0.142857143,-0.095238095
$HD,11/29/2018,b'Watchlist for 11-29-18: $CAT $BIDU $HD $TSLA #stocks #stockstowatch #Options https://t.co/MCBBB0DaYe',-0.066666667,0
$HD,11/29/2018,b'Price Moves vs Expected Moves $HTZ $AMZN $NFLX $HD $WMT $DIS $BABA $DLTR $SBUX $TGT $BBBY $TIF https://t.co/T6y5z4l70A',0.111111111,0
$HD,11/29/2018,b'Home Depot Prices US$3.5bn Bond While Weathering Sluggish Housing Market $HD Also $DHI $MTH $TOL $XHB https://t.co/Ixw4PRFvZ7',0.214285714,-0.066666667
$HD,11/29/2018,b'$HD has some interesting things in common with $GE and $GMYY14 https://t.co/JYS9KpT2tq',0.166666667,0
$HD,11/29/2018,"b""Week's Most Significant Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTRa https://t.co/0czR6ysXcc""",0.2,0
$HD,11/28/2018,"b'Wed. Nov. 28, 2018\nTop 5 stocks..\nUp:\n$SAVE $NFLX $HD $ASNS $LOW\n$AMZN $CRM $BURL $GOOGL $BA\n$ADBE $NFLX $W\n\n&amp;\n\nDowa https://t.co/CtjEhBHAvh'",0.142857143,0
$HD,11/28/2018,"b'The #HomeDepot Inc. ( $HD ) Stocks seek more gains, one of the Best U.S. #ConsumerStocks. https://t.co/PqeoEAh4BE'",0.076923077,0.222222222
$HD,11/28/2018,"b'5 Best U.S. Consumer Stocks https://t.co/foY1SXgTRg $DIS, $SBUX, $VFC, $HD, $GNTX'",0,0.125
$HD,11/28/2018,b'Cincinnati Insurance Company Has Upped Its Analog Devices Ord $ADI Position; Jefferies Group Cut By $28.97 Milliona https://t.co/L02N1v4pnF',0.1,0
$HD,11/28/2018,b'Largest $Notional Sell On Close Order Imbalances $AET $IT $HCA $C $HD $ZAYO $USFD $RPM $BAC $RTN https://t.co/V7Aciy2vFa',0.066666667,-0.142857143
$HD,11/28/2018,b'Made $20k today. Thanks to the option trades from https://t.co/dUZ5RTtMna $HD $BZUN $AAP $CRON $CSIQ $TPR $EAT $CAEa https://t.co/Ojj0oWh58F',0,0
$HD,11/28/2018,b'#estate asset watch - price x volume leaders today - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOGa https://t.co/vRLTFyLTgM',0.166666667,0
$HD,11/28/2018,b'#estate asset watch - top Dow 30 gainers today $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJa https://t.co/RyHcnvl83Y',0,0
$HD,11/28/2018,b'and i saw $HD at 9:45. smh. was like perfecto. No execution.',0,0
$HD,11/28/2018,"b""Did'nt take $AAPL or $HD calls yesterday, miss the $GBTC bounce. poopy.  Only play left for me im waiting on is oila https://t.co/e5opQkuNVQ""",0,-0.071428571
$HD,11/28/2018,b'Trade Alert - Exit - HD\n\n49.57% gain on call options\n\n$HD',0.111111111,0
$HD,11/28/2018,b'Had an awesome long entry on $HD 3 contracts and once Powell started speaking it started to spike. Ended up going ua https://t.co/5YgKm9roAz',0.066666667,-0.083333333
$HD,11/28/2018,b'$HD Took 1/4th off @ 176 for 2.4% gains. Holding final 2/3rd swing now',-0.090909091,0.166666667
$HD,11/28/2018,b'$HD sold my payday shares for some great coin.  Holding full swing &amp; in time might get to place some in the let it ride folder.  Stop raised',0.166666667,0
$HD,11/28/2018,"b'Highlighted $HD yesterday; https://t.co/EN6Tdle1g2, moving well today(+1.7%), opened long this morn($172.01), surea https://t.co/ArtJMpLDwX'",0.2,0
$HD,11/28/2018,b'Wow these $HD allready 4.06 from 2.21 Y   @pappystar deserves credits for bringing this to my attention Y S',0.125,0
$HD,11/28/2018,"b""which event will provide the next market drive after Mr. Powell's speech? $SPY $DIA $UCO $GLD $IWM $XLK $XLE $XLFa https://t.co/yrEFxbmey5""",0.222222222,-0.058823529
$HD,11/28/2018,b'$AAPL $AMZN $ADBE $MSFT $HD Welcome back. Dow +500 now.',0,0
$HD,11/28/2018,"b'$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 milla https://t.co/LRnVAgiXap'",0.235294118,0
$HD,11/28/2018,"b'$GRWG The Company had $14.3 million in cash and cash equivalents at September 30, 2018 #Hemp #Cannabis #Hydroponicsa https://t.co/Hi3IRSLuF8'",0.076923077,0
$HD,11/28/2018,"b'$GRWG YTD revenue of $20 million, up 86% compare to YTD revenue of $10.7 million for 2017 #Hemp #Cannabisa https://t.co/nzfdHqU120'",0.125,0
$HD,11/28/2018,"b'$GRWG Revenue of $8.4 million, up 109%, compared to revenue of $4.0 million for the 3rd quarter of 2017 #Hempa https://t.co/IWVbk9lSmI'",0.111111111,0
$HD,11/28/2018,"b'$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 milla https://t.co/2dhvh017rO'",0.2,0
$HD,11/28/2018,"b'$GRWG Revenue run rate guidance in excess of $42 million heading into 2019, $10.0 million for Q4 2018 #Hempa https://t.co/jflMeYNsez'",0.1,-0.090909091
$HD,11/28/2018,"b'$GRWG Revenue run rate guidance in excess of $42 million heading into 2019, $10.0 million for Q4 2018 #Hempa https://t.co/D4DtsWXOi0'",0.1,-0.090909091
$HD,11/28/2018,"b'$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 milla https://t.co/Aionx6m2i3'",0.266666667,0
$HD,11/28/2018,"b'$GRWG Revenue of $8.4 million, up 109%, compared to revenue of $4.0 million for the 3rd quarter of 2017 #Hempa https://t.co/GxARNMbd8d'",0.3,0
$HD,11/28/2018,"b'$GRWG YTD revenue of $20 million, up 86% compare to YTD revenue of $10.7 million for 2017 #Hemp #Cannabisa https://t.co/Oyc5zruM1F'",0.2,0
$HD,11/28/2018,"b'$GRWG The Company had $14.3 million in cash and cash equivalents at September 30, 2018 #Hemp #Cannabis #Hydroponicsa https://t.co/jFvCxuTKDO'",0.166666667,0
$HD,11/28/2018,"b'$GRWG Three new stores acquired in Q3 2018, one of which was our new e-commerce site, https://t.co/XcWg8PnNdda https://t.co/uMeyQidwwB'",0.2,0
$HD,11/28/2018,"b'$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 milla https://t.co/6cH05Mgz1o'",0,0
$HD,11/28/2018,"b'$GRWG Darren Lampert, Co-Founder and CEO, said, ""This was another great quarter of growth for GrowGeneration, witha https://t.co/MCqD0lRBwf'",0,0.076923077
$HD,11/28/2018,"b'$GRWG $ACB GrowGeneration Corp Revenue up 86% to $20.0 million for 9 Months, Aurora Cannabis revenue up 260% year oa https://t.co/iEltCaU3iZ'",0,0
$HD,11/28/2018,b'Closing my $HD position of 1000 shares that was opened today for a 2.68% gain.',0,0.166666667
$HD,11/28/2018,b'@SunriseTrader Y A $HD Nice continuation today.',-0.111111111,0
$HD,11/28/2018,b'@TraderAmogh Ty  $HD working for us both. WTG',0.058823529,0
$HD,11/28/2018,"b'Yes  , profit taking day $spy $msft $hd  $eww https://t.co/YC4JA46aML'",0.066666667,0.125
$HD,11/28/2018,b'$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/ClQfmRqRW6',0.133333333,0
$HD,11/28/2018,b'#Dividend Today\n$AAON $ADI $CWAI $DNBF $ERF $EVRG $FBND $FCOR $FDHY $FLDR $FLTB $GFF $HD $IBD $KCCB $KCNY $LSSTa https://t.co/pHZnjRKCnf',0.166666667,0
$HD,11/28/2018,b'#estate asset watch- price x volume leaders this morning - $AMZN $AAPL $CRM $AMD $MSFT $BABA $NVDA $NFLX $FB $BAa https://t.co/tTlWOl3aeU',-0.166666667,0
$HD,11/28/2018,"b""RT @MarketStatisti1: Markets reaction to Chairman Powell's speech on Wednesday? $SPY $DIA $UCO $GLD $IWM $XLF $XLK $XLE $XLU $XLV $XLP $XLYa""",0,0
$HD,11/28/2018,b'$MS $BEN\n$EARN $ONE $ALL $HUBS $AGO\n$I $ATE $HD',0,0
$HD,11/28/2018,"b""RT @FoolMCochrane: In 5 yrs time, I doubt we will be thinking about how the #housing cycle was in late '18 or this quarter's margins. No, Ia""",0,-0.25
$HD,11/28/2018,"b'$LOW (@Lowes) is a good company, but itaTMs not $HD (@HomeDepot).\n\nhttps://t.co/8JBoACjrBX'",0.333333333,0.142857143
$HD,11/28/2018,b'@ljzaz @hks55 $HD',0.058823529,0
$HD,11/28/2018,b'@lziics $HD',0,0
$HD,11/28/2018,b'Long 1000 shares of $HD at $171.25 for a swing trade.',-0.066666667,0
$HD,11/28/2018,b'$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/cFrYGKmKlS',0.222222222,0
$HD,11/28/2018,b'$HD Took some off @ 172.20 . Stop moved on rest to 171.50',-0.066666667,-0.25
$HD,11/28/2018,b'$HD: DEC 175 CALL Activity .. 1k @$3.60 by OFFER .. Expire DEC 28',0.111111111,0
$HD,11/28/2018,b'$PCG $VALE $ROKU $ADSK $BBY $HD $ROKU $NFLX $PYPL lows',0.111111111,0
$HD,11/28/2018,"b'$HD Due to strong D/T stock may remain oversold for a while; Flat MoMo, S 172.09, close over R 180.27 puts 184.27 ia https://t.co/3xfKL4EevO'",0.222222222,0
$HD,11/28/2018,"b'$WMT $HD $AMZN $DLTR $TGT American retailers pressure Chinese suppliers amid tariffs, WSJ reports  Big American reta https://t.co/fobRKVzEQE'",-0.1875,0
$HD,11/28/2018,"b'$WMT $HD $AMZN $DLTR $TGT American retailers pressure Chinese suppliers amid tariffs, WSJ reports  Big American reta https://t.co/eNZPC2Q8qv'",0.222222222,0
$HD,11/28/2018,b'$DHI $HD $ITB - An Update On Housing Stocks - It May Get Worse Before It Gets Better https://t.co/JeGQyCT3Ne',0,0
$HD,11/28/2018,b'$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/1G3JxUcEPX',0.111111111,0
$HD,11/28/2018,"b""Fundamental research predicted weakness in $HD long in advance, let's start talking about $HUM...""",-0.066666667,0
$HD,11/28/2018,"b'As Home Depot INC $HD Stock Rose, Hl Financial Services LLC Increased Holding - https://t.co/8XQYCwvoTM'",0,0
$HD,11/28/2018,"b'As Home Depot INC $HD Stock Price Rose, Hl Financial Services LLC Has Increased Position - https://t.co/u0eEY0Htis'",0,0.083333333
$HD,11/28/2018,b'Hl Financial Services LLC Maintains Stake in Home Depot INC $HD https://t.co/tyjp7UrIin',0,0
$HD,11/28/2018,b'$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/9BIJ4eLV0M',0,0
$HD,11/28/2018,b'Holder Hl Financial Services LLC Lifted Home Depot INC $HD Holding - https://t.co/fgySCA2LbL',-0.058823529,0
$HD,11/28/2018,b'Stock market awaits Powell speech as equities recover https://t.co/gqUxoIbOR7 via @YouTube\n\n$cl\n$es\n$nq\n$SVXY\n$HDa https://t.co/jekFRZUQSp',0.142857143,0
$HD,11/28/2018,"b'As Home Depot INC $HD Market Valuation Rose, Hl Financial Services LLC Has Raised Holding https://t.co/gg5hQtKLp0'",0,0
$HD,11/28/2018,b'Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-timea https://t.co/1zKHaQa9CY',-0.071428571,0
$HD,11/28/2018,"b""Week's Most Significant #Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTRa https://t.co/QW1TeJEzce""",0.076923077,0
$HD,11/28/2018,b'$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/mCF5Vx48LS',0.142857143,0
$HD,11/28/2018,b'U.S. retailers prep for new tariffs $WMT $HD $TGT $DG https://t.co/rMHWh8peTv https://t.co/6xcOdrg7Up',0.153846154,0
$HD,11/28/2018,b'$WMT $HD $DG $TGT:\n\nUS retailers prep for new tariffs:\n\nhttps://t.co/pg8daDPJHE',0.142857143,0
$HD,11/28/2018,"b'CannaGreed Featured: $GRWG $ACB GrowGeneration Corp Revenue up 86% to $20.0 million for 9 Months, Aurora Cannabis ra https://t.co/npxL1elm2h'",0.142857143,0
$HD,11/28/2018,"b'$GRWG $ACB GrowGeneration Corp Revenue up 86% to $20.0 million for 9 Months, Aurora Cannabis revenue up 260% year oa https://t.co/2CKuhIdqfc'",0.142857143,0
$HD,11/28/2018,"b'$GRWG Darren Lampert, Co-Founder and CEO, said, ""This was another great quarter of growth for GrowGeneration, witha https://t.co/XPkR1BuHtF'",0.142857143,0.076923077
$HD,11/28/2018,"b'$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 milla https://t.co/p1okjrmfrd'",0.153846154,0
