Company,Date,Tweet,username,userLocation,followersCount,friendsCount,statusesCount,favouriteCount,GeneralScore,LMScore
$JNJ,11/28/2018,"b'RT @MelaynaLokosky: I love that people are rightfully up in arms over the China baby editing gene; but, simultaneously fail to recognize tha'",Ka'Meera✩,"Maryland, USA",672,512,11555,4807,0,0
$JNJ,11/28/2018,"b'Live when people do #Twitter #DriveBys stating their opinion as fact; and, when asked to refute their unsupported ca https://t.co/7eRXI9tkqh'",Dolphin2926,,44,934,10915,47,0,-0.058823529
$JNJ,11/28/2018,"b""#TheSociopathicBusinessModel #FraudFormula Case Studies done say differently.  Your opinion doesn't negate facts ora https://t.co/kP2ppYugf9""",SavvyMomNYC - Ker,NY & Westchester,43032,20387,108369,6731,0,0
$JNJ,11/28/2018,b'#Options #maxpain chart for $JNJ. Free options app https://t.co/wPNDm22czd https://t.co/qponTnUjYL',Iwan_darma,,22,661,2521,6455,0,-0.2
$JNJ,11/28/2018,"b'$JNJ had a stellar day, up 1.31%. Smooth sailing ahead. #winning https://t.co/8PkaQx8Gvn'",オーディブルで読むノンフィクション紹介,,3,0,2057,0,0,0
$JNJ,11/28/2018,b'#MadMoneyEspresso\n$JNJ$CLX$PEP$PG$KO$VZ$AAPLaY\n$CRMaY\n$CGCaY\n$MDBaY\n$WELLaYZY34\n$ADIaY\n$IRDMaY\n$HBANaYZY34\n$CaY\n$JPMaY\n$Ga https://t.co/5o0Q7BB6tq',pam caulkins,,4,14,5167,0,0,0
$JNJ,11/28/2018,"b'RT @MelaynaLokosky: I love that people are rightfully up in arms over the China baby editing gene; but, simultaneously fail to recognize tha'",はっち,,1,33,85,1449,0,0
$JNJ,11/28/2018,"b'RT @MelaynaLokosky: @Reuters @jruwitch I love that people are rightfully up in arms over the China baby editing gene; but, simultaneously fa'",さっちゃん,,41,1000,10949,110,0.25,0
$JNJ,11/28/2018,b'Watchlist for 11-28-18: $CMG $AMD $JNJ $MSFT #stockstowatch #stocks #Options #StocksInNews https://t.co/fwk3Z1MpdW',Suco,,10,15,26,3,0,0.090909091
$JNJ,11/28/2018,"b'RT @MelaynaLokosky: @TheAPJournalist Agree, people are rightfully up in arms over the China baby editing gene; but, simultaneously fail toa'",Adolfo Muñoz,"Madrid, Comunidad de Madrid",280,890,1149,1058,0,-0.076923077
$JNJ,11/28/2018,b'RT @StockTweetsHQ: NEW_Fancy Meeting You Here_OpGen $OPGN And Johnson &amp; Johnson $JNJ Strike Deal On Sidelines Of DAWSON JAMES Growth Confera',さくら🌸🍀,,705,2618,28427,5417,0,0
$JNJ,11/28/2018,"b'Insider alert: EVP, Global Corp Aff &amp; COO Sneed Michael E of $JNJ bought 30,943 shares @ $1,804,905.19'",SAKrishnan,,511,510,3285,620,0,-0.076923077
$JNJ,11/28/2018,b'$AAPL $JNJ $CLX $PEP $VZ $CRM:\n\nWhen Will the Pain End?: CrameraTMs a Mad MoneyaTM Recap (Tuesday 11/27/18):\n\nhttps://t.co/tt9yVIAWlh',蒼水,貴方の体の中,8,62,456,1491,0,0
$JNJ,11/28/2018,"b'$JNJ:\n\nNew Insider Filing on\n\nEVP, Global Corp Aff &amp; COO\n\nMICHAEL E SNEED:\n\nhttps://t.co/VYGJr6mV9m'",はっち,,1,33,85,1449,0,0.25
$JNJ,11/28/2018,b'$JNJ New SEC Document(s) for Johnson &amp; Johnson\nFrom our Stock News Alerts App',ミュージックマニアジャパン,,425,625,44373,0,0,0
$JNJ,11/28/2018,b'$JNJ Johnson &amp; Johnson SEC Filing: Form 3/A https://t.co/i3alhjGQcd',ender 🎄,San Diego,709,1208,3821,20920,0,-0.076923077
$JNJ,11/28/2018,"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmfa'",Rutger,,184,291,9538,6075,0.1,0
$JNJ,11/27/2018,"b'Johnson &amp; Johnson Sold a Vaginal Mesh Implant Despite Health Warnings, Without FDA Clearancea https://t.co/UL3tEaaOPu'",セラミック,東京２３区内,1052,1665,24490,7412,0.0625,0
$JNJ,11/27/2018,b'$JNJ I.V. in the ATM 30-Nov-18 Jumps +3.8% to 15.8. Options Imply a Move of A1.4% with 3 Days to Exp https://t.co/Gtr4pV3R6s',かずき⊿46,日本 北海道,350,466,701,2495,0.055555556,-0.076923077
$JNJ,11/27/2018,"b'Tuesday was the 3rd green day in a row for $JNJ, gaining 1.46%.'",夜兎,,1122,1089,107103,78490,0,0
$JNJ,11/27/2018,"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmfa'",范植添 (Chih-Tien Fan),"Taoyuan, Taiwan",199,257,14687,20175,0.2,-0.076923077
$JNJ,11/27/2018,b'$DIS $MMM $MCK $JNJ $K $ACN $ADI $ALXN $AMGN $FIS $AAPL $AGN $BA $GILD what was your $ba Trade? https://t.co/or3EOJnwvL',うえの,,150,379,921,251,0.0625,-0.071428571
$JNJ,11/27/2018,"b""It's The #Allergan Culture Driven By The TONE at The TOP!\n\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googla https://t.co/UjQRBmqjQw""",Libby,,99,63,13982,17344,0,0
$JNJ,11/27/2018,b'WHEN Will #Allergan BOD Act &amp; OUST?\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $koa https://t.co/NsdrXefGcF',上Даа,このツイートにはフィクションが含まれます,2017,1616,24089,89830,0.214285714,-0.090909091
$JNJ,11/27/2018,b'Desperation Turns To PANIC At #Allergan \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnja https://t.co/8MrB3F5fyi',セール電子書籍コミック紹介2@価格は期間限定です,Amazonアソシエイトに参加しています,5747,4588,4438,2,0,0
$JNJ,11/27/2018,b'Scan results - Bullish Engulfing today: $HCC $GILD $SO $CBOE $JNJ $AEE $KHC $EAT ... https://t.co/mg3kpwDyvc',拡散RT,日本,19757,1,2851654,18,0,-0.153846154
$JNJ,11/27/2018,"b""RT @IBD_AGatlin: Why Celgene's blockbuster cancer treatment looks safe -- for now $CELG $JNJ $AMGN https://t.co/YrcheB8ps4""",裕希(ゆうき)🏯@ヒメ・ジジョー・モエリーン,HIGHER GROUND,369,1359,60086,68509,0.142857143,0
$JNJ,11/27/2018,b'RT @StockTweetsHQ: NEW_Eat Your Heart Out_Liquidmetal Technologies $LQMT To Receive Significant Milestone Payment Schedule From Applied Meda',Shawn,"New Orleans, LA",214,273,3210,8816,0.125,0
$JNJ,11/27/2018,b'RT @StockTweetsHQ: NEW_Updated_Johnson &amp; Johnson $JNJ Research And Development Team Now Working With Terra Tech Corp $TRTC On New Strain Ofa',T ♡,United States,21,47,443,362,0.166666667,0.166666667
$JNJ,11/27/2018,b'RT @Couzin_Vinny: $VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors @Investa',yumnyanko☆,日本,145,1395,7412,15283,0,-0.153846154
$JNJ,11/27/2018,"b""$GM Cash From Ops Is in Decline!! W/O Subsidies It's Likely Over For Common! \n$aapl $amzn $agn $brk $crm $cmg $disa https://t.co/P0xdAet1D1""",🌙月虹,,350,2561,17803,95,0,0
$JNJ,11/27/2018,b'Was a good day to add back to defense &gt; $KO $CLX $JNJ $VZ $CVS $O $PEP &lt; $IWM $SPY',MIYAZAKI.TV #相互,日本,464,605,757,3,0,0
$JNJ,11/27/2018,b'Long $JNJ C146 Dic 7 @ .43',くっきー,,29,181,758,3395,0,-0.047619048
$JNJ,11/27/2018,"b""Today's million dollar PUT #options trade:\n$AAPL $AMZN $SONO $ADS $HUN $JNJ $SQ $AZN $MU $BABA $GOOG $NFLX $BKNGa https://t.co/h34hPTANUK""",アンディ,,0,1,2,1,0,-0.055555556
$JNJ,11/27/2018,b'My winning trades today were $DIS $MMM $MCK $JNJ $K $ACN $ADI $ALXN $AMGN $FIS   My losing trades today were $AAPL $AGN $BA $GILD',りょーや,映画館,61,132,2417,4490,-0.090909091,0
$JNJ,11/27/2018,b'SELlL $GM With No Subsidies! BK Looks! $aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $koa https://t.co/zaSmQHqcee',あい,,4,102,2208,51,0.076923077,0
$JNJ,11/27/2018,b'$JNJ 144C\nGave up this morning $0.05\n$0.66-0.71 right now.\nSMH',さくら🌸🍀,,705,2618,28428,5417,0.076923077,0
$JNJ,11/27/2018,b'$JNJ impressive reversal today (50d) - love trading this one when it setups up like it did again today. #consistenta https://t.co/HLrTuAAGnr',Free Stuff,United States,92,784,184,0,0.071428571,-0.058823529
$JNJ,11/27/2018,b'Closing my $JNJ position of 1200 shares that was opened Nov 26 for a 1.61% gain.',pam caulkins,,4,14,5168,0,0.071428571,0
$JNJ,11/27/2018,b'#estate asset watch - price x volume leaders today - $AMZN $AAPL $NFLX $NVDA $MSFT $AMD $BABA $TSLA $FB $UTX $GOOGLa https://t.co/gWLcJIN6GR',まきげ,日本,9,52,4788,5300,0,-0.076923077
$JNJ,11/27/2018,"b"".@blackrock @StateStreet\nPsst... didn't $JNJ #CEO #Gorsky just trade in over $38 million of his stocks? Hm... wondea https://t.co/G7CgMcmGuB""",sion,茨城,261,406,22149,279,0,0
$JNJ,11/27/2018,"b'.@blackrock @StateStreet\nThe KNOWN bad $JNJ #DePuy metal-on-metal hips literally cause agonizing pain, deterioratina https://t.co/4rekJZIZQK'",郵政仮面（超）相互フォロー100％,静岡 清水区,8834,8756,308940,34106,0.071428571,0
$JNJ,11/27/2018,b'.@blackrock @StateStreet\nI have a grand idea ;o) HOW ABOUT $JNJ #DEPUY REIMBURSE UNITED STATES HEALTHCARE SYSTEM FOa https://t.co/u56diKDH9K',BLUE wonder,,66,980,4757,2815,0.090909091,0
$JNJ,11/27/2018,b'.@blackrock @StateStreet\nInfo hidden from $JNJ #shareholders is exactly how much they are compensating UK for harma https://t.co/BrRCZ1Prhg',ValliantSteed,,376,1474,5575,5529,-0.105263158,0
$JNJ,11/27/2018,"b'.@blackrock @StateStreet\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective ha https://t.co/eWTRtkyup4'",Rafael Amadeus Hines,"New York, NY",65867,64943,97132,80042,0.111111111,0
$JNJ,11/27/2018,"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmfa'",MOUNTAINQUEER,a deep dark forest,226,687,18898,22747,0.142857143,0
$JNJ,11/27/2018,"b"".@Vanguard_Group @Fidelity\nPsst... didn't $JNJ #CEO #Gorsky just trade in over $36 million of his stocks? Hm... wona https://t.co/j7mB6Nj0Tk""",ゆうか。,,258,261,565,6230,0,0.083333333
$JNJ,11/27/2018,b'Short sale vol (not short interest) for $CPRX on 2018-11-26 is 64%. https://t.co/98fO0eTJ77 $JNJ 42% $BMRN 49% $ACOR 56% $ABT 51%',すまいる,,17,574,6400,178,-0.052631579,0.142857143
$JNJ,11/27/2018,"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmfa'",Zachary Lerner 🍊🐿,Brooklyn,765,655,3968,7226,0.2,0
$JNJ,11/27/2018,b'@AOTtrades Sold $jnj now...itaTMs a big winner for me today',Mary Beth,"Pittsburgh, PA",13508,13175,20140,3521,0.0625,0
$JNJ,11/27/2018,"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmfa'",Michelle Witte,Utah,5637,779,51346,3511,0.083333333,-0.071428571
$JNJ,11/27/2018,b'Call trades with high probabiity to look at right now $MDLZ $SPY $SHY $IYR $MRK $DIS $VZ $ED $JNJ $KO $PG $XLV $XLUa https://t.co/61p96rwYtv',ふじさわさとる@ぶらり  NO37,千葉県 船橋市,199,1089,2281,12128,0.285714286,0
$JNJ,11/27/2018,"b'RT @REALITYofJNJ: .@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defective harmfa'",ryo,,33,784,3258,3015,0.133333333,0
$JNJ,11/27/2018,"b'.@Vanguard_Group @Fidelity\nThe KNOWN bad $JNJ #DePuy metal-on-metal hips literally cause agonizing pain, deteriorata https://t.co/phWfO131py'",Douglas Kelleher,"Tampa, FL",195,1014,10815,13299,0.0625,-0.153846154
$JNJ,11/27/2018,b'.@Vanguard_Group @Fidelity\nI have a grand idea ;o) HOW ABOUT $JNJ #DEPUY REIMBURSE UNITED STATES HEALTHCARE SYSTEMa https://t.co/0lhIVOV6eY',PerkyPenguin,   ☯ • I like penguins. ≧◔◡◔≦ ,2117,1185,182023,16068,0.090909091,-0.153846154
$JNJ,11/27/2018,b'.@Vanguard_Group @Fidelity\nInfo being hidden from $JNJ #shareholders is how much they are dumping out for UK compena https://t.co/41rpcGoIAE',takuya,デュッセルドルフ,206,274,80,277,0.181818182,0
$JNJ,11/27/2018,"b""RT @MelaynaLokosky: #SerialKillerCEO $JNJ Alex Gorsky is linked to more deaths that most U.S. serial killers. He's not #EmbracingSustainabia""",white flower love,,83,298,6606,12949,0.181818182,0
$JNJ,11/27/2018,"b'.@Vanguard_Group @Fidelity\nCheck this out, $JNJ #DePuy has to pay UK NHS for harm by their crappy, toxic, defectivea https://t.co/2vdwoy0jP1'",ラーメン餃子ライス,,1893,5000,47577,12241,0,-0.153846154
$JNJ,11/27/2018,b'$GSK $JNJ:\n\nGlaxoSmithKline and J&amp;JaTMs HIV Drug Juluca Received Approval In a:\n\nhttps://t.co/pELAkfCDMK',koolstuff@amazon,United States,339,709,4976,4162,0,0.142857143
$JNJ,11/27/2018,b'$JNJ tagged the 50d and reversed. (+ $1.79) Consistent winner https://t.co/i3nHXtnDT2',ととみや🍆12/24参戦,,141,128,1420,2086,0,-0.153846154
$JNJ,11/27/2018,b'$VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestorsa https://t.co/oRLYCHb63B',A-Zアンテナ,,658,954,83015,1,-0.090909091,0
$JNJ,11/27/2018,"b""#SerialKillerCEO $JNJ Alex Gorsky is linked to more deaths that most U.S. serial killers. He's nota https://t.co/shFJXcVpTC""",pam caulkins,,4,14,5169,0,0,-0.153846154
$JNJ,11/27/2018,b'@TraderAmogh $JNJ ready now',orange@相互フォロー,,626,748,394,0,0.1,-0.071428571
$JNJ,11/27/2018,b'Outside Day today: $PCTY $ALDX $THQ $ALXN $CWCO $DDM $NETE $HCA $DXD $JNJ $DIA $EIDO $BOX ... https://t.co/Ya1wmaeD73',すまいる,,17,574,6401,178,0.125,0
$JNJ,11/27/2018,b'Watch $JNJ at 142 https://t.co/j0fSAyBw0W',A Kerr,Idaho - USA,10004,7289,122689,24,0,0
$JNJ,11/27/2018,b'$JNJ worth an eyeball here nice response off 50dma and over yday high',NancyG,California,127,87,28903,5153,0,0
$JNJ,11/27/2018,b'9 Stocks That Dominate Your 401(k) https://t.co/Jdb12GQEN7 $AAPL $MSFT $GOOG $GOOGL $AMZN $XOM $JNJ $JPM $FB $BRK.A $BRK.B',ゆきまる,,1635,2984,2880,14002,0.066666667,-0.083333333
$JNJ,11/27/2018,"b""RT @MelaynaLokosky: @bleedingedgedoc @US_FDA Medical devices should NOT be beta tested in human beings. Won't change until DOJ goes after ta""",山田,,6863,7455,113529,3,0.055555556,0
$JNJ,11/27/2018,"b""RT @MelaynaLokosky: Medical devices should NEVER be beta tested in human beings. This won't change until DOJ goes after the venture capitala""",野球を語る,,804,1330,47961,1016,0,0.166666667
$JNJ,11/27/2018,"b'@TheAPJournalist Agree, people are rightfully up in arms over the China baby editing gene; but, simultaneously faila https://t.co/TwofezdN5U'",なかさと@12/9 AEイベント大阪,兵庫県西宮市,322,404,26440,12293,-0.047619048,0
$JNJ,11/27/2018,"b'@Reuters @jruwitch I love that people are rightfully up in arms over the China baby editing gene; but, simultaneousa https://t.co/NzTbPwcbxG'",ごせんぞ,TOKYO,1460,3001,12626,31472,0,0
$JNJ,11/27/2018,"b'I love that people are rightfully up in arms over the China baby editing gene; but, simultaneously fail to recogniza https://t.co/o3hmjVJ8kX'",Lecturas Recomendadas,,443,400,10474,10312,0.076923077,0
$JNJ,11/27/2018,b'Once Desperate #Allergan Begins To PANIC \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnja https://t.co/7hGKWhvvKW',Firestarter,日本の真ん中あたり,162,1607,246848,6,-0.142857143,0
$JNJ,11/27/2018,"b""@mwphnh Couldn't agree more. You have to believe $JNJ/Janssen will file an IND for PTG-200 in early 2019 which willa https://t.co/D0JZ13ZLh3""",Sheri Kaye Hoff,"Parker, CO USA",32831,34392,46457,11313,0,0
$JNJ,11/27/2018,"b""Why Celgene's blockbuster cancer treatment looks safe -- for now $CELG $JNJ $AMGN https://t.co/YrcheB8ps4""",israel diarte,Mexico,2820,2477,23044,643,0,0
$JNJ,11/27/2018,b'$JNJ red to green back at 141s.... need to hold those 140s and seems possible short term bottom https://t.co/XxbKgA358s',*Starry-Eyed*JGC,,998,3131,55993,93204,0.111111111,0
$JNJ,11/27/2018,"b""@TeslaCharts It's hard for me to not see the parallel with Acclarent . They did this for three years in all 50 stata https://t.co/dfnPwRluRe""",Mitch Schindler,,65,60,15126,11612,-0.166666667,0
$JNJ,11/27/2018,b'NEXT TRIPS RUNNER. Follow @vipernetworks for updates $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMM $SRCa https://t.co/6qhJW2QzYs',Jordann,,197,181,6931,53666,0.214285714,0
$JNJ,11/27/2018,b'NEXT TRIPS RUNNER. Follow @vipernetworks for updates $msft $amzn $fb $goog $jnj $jpm $googol $abc $wfc $wmt $cvxa https://t.co/EQcY23czhl',mickey,,1,15,759,1798,-0.2,0
$JNJ,11/27/2018,b'RT @StockTweetsHQ: NEW_Fancy Meeting You Here_OpGen $OPGN And Johnson &amp; Johnson $JNJ Strike Deal On Sidelines Of DAWSON JAMES Growth Confera',☢️ Flaccid on Accid,"Liverpool, England",1757,3635,5702,15857,0.066666667,0
$JNJ,11/27/2018,b'@AOTtrades Also started some $JNJ calls. That one looks very promising. Im liking the old school stocks at the moment.',安心院,,685,1168,3088,851,0.076923077,-0.083333333
$JNJ,11/27/2018,"b""Today's million dollar PUT #options trade update:\n$AAPL $AMZN $SONO $ADS $HUN $JNJ $SQ $AZN $MU $BABA $GOOG $NFLXa https://t.co/0IKpf3gpL9""",きゅーきゅー🐷,日本,18,334,1999,97,0.076923077,-0.055555556
$JNJ,11/27/2018,b'Is $DJI and $SPX #stock $JNJ trying to establish support at the 50 day SMA? #trading https://t.co/ejbZI0IFHl',Mark Jackson,"Portsmouth, UK",60947,61317,7959,8192,0.235294118,-0.083333333
$JNJ,11/27/2018,b'Halozyme redesign dents confidence as rival readouts loom - https://t.co/z2nrjZWegv via @Vantageanalysisa https://t.co/Ke5C9oUofG',猶(ゆう）＠発売中「ドラゴン差押」・「魔獣密猟取締官」書籍化？,異世界または現代,1449,990,16144,135905,-0.1875,0
$JNJ,11/27/2018,b'RT @Couzin_Vinny: $JNJ very consistent trade setting up again at 50d - next trade will be number 6. Waiting for a F/T bullish day w/ abovea',Hero From The Future,,81,186,2902,614,-0.090909091,0
$JNJ,11/27/2018,"b""RT @MelaynaLokosky: Medical devices should NEVER be beta tested in human beings. This won't change until DOJ goes after the venture capitala""",white flower love,,83,298,6607,12949,0.058823529,0
$JNJ,11/27/2018,b'ANY company or CEO forced to settle federal #fraud charges should NOT be granted government subsidies OR contractsa https://t.co/hy4uJ1640F',SHIHO,,111,240,34054,14063,0.111111111,0
$JNJ,11/27/2018,b'RT @247WallSt: That wave of endless stock buybacks may have capital competition after 2018 as major companies face off against an onslaughta',てまる,,16,203,2113,194,0.055555556,0
$JNJ,11/27/2018,b'That wave of endless stock buybacks may have capital competition after 2018 as major companies face off against ana https://t.co/ghmGvl8D6N',Claire Blaney 🇬🇧 🐈🐱,Birmingham,5588,6151,347714,163986,0.230769231,0
$JNJ,11/27/2018,"b""@bleedingedgedoc @US_FDA Medical devices should NOT be beta tested in human beings. Won't change until DOJ goes afta https://t.co/4RJVDRiLif""",霧咲@二次元依存症,日本 広島,88,80,37678,78296,0,0
$JNJ,11/27/2018,"b""Medical devices should NEVER be beta tested in human beings. This won't change until DOJ goes after the venture capa https://t.co/3I6Mymil5e""",りえちゃん📎📎,日本の東側,143,178,20073,14409,0.055555556,0
$JNJ,11/27/2018,b'Zacks Investment Research Lowers Johnson &amp; Johnson $JNJ to Hold https://t.co/LlFOFJ25oc',とおる,,16,667,9728,233,-0.0625,0
$JNJ,11/27/2018,b'Zacks Investment Research Lowers Johnson &amp; Johnson $JNJ to Hold  https://t.co/zwRZ0V9iJF',NBC Nightly News with Lester Holt,New York,963155,472,115781,1635,0.125,0.090909091
$JNJ,11/27/2018,b'RT @BioSig_Tech: Emergence of Advanced #Electrocardiographic #Technologies Show Major Promise for #Electrophysiology (EP) Industry $BSGM $Ma',Alex Salazar,,118,116,708,1185,0,-0.076923077
$JNJ,11/27/2018,b'Private Bank &amp; Trust Co Decreased Johnson &amp; Johnson $JNJ Stake as Share Price Rose; As New Sr Invt Group $SNR Sharea https://t.co/ptEYZLvv90',Don Drewniak,"West Fenwick Island, DE",6525,6049,23602,10,0,0
$JNJ,11/27/2018,b'Emergence of Advanced #Electrocardiographic #Technologies Show Major Promise for #Electrophysiology (EP) Industrya https://t.co/LmNYULTRjZ',じゅんじゅん,,35,571,7125,1001,0,-0.166666667
$JNJ,11/27/2018,b'RT @brianfires: Maybe Mr. Databerg Needed More Notifications? \n$aapl $amzn $agn $brk $bhc $crm $cmg $dis $esrx $f $fold $googl $hlf $iep $ia',Jack McCoy,"London, UK",15,1,16642,0,0,0
$JNJ,11/27/2018,"b'First Manhattan Company Has Lowered Capital Southwest $CSWC Holding by $586,098; Johnson &amp; Johnson $JNJ Stake Has Ia https://t.co/cxgIYSuPWn'",ゆーきー,大都会埼玉,555,546,303081,352,0.055555556,0
$JNJ,11/27/2018,b'John G Ullman &amp; Associates Upped Johnson &amp; Johnson $JNJ Holding By $1.22 Million; Thomas J Herzfeld Advisors Has Upa https://t.co/4XrselL9Wq',koolstuff@amazon,United States,339,709,4977,4162,0.076923077,0
$JNJ,11/27/2018,"b'Top #money flow today. Free stocks app https://t.co/B6pljuv3p6\n$LQD, $SPY, $AAPL, $QQQ, $SMH, $AMZN, $JNJ, $EEM,a https://t.co/YzElHVsBvJ'",小指,Myrica / Felicia＿ヲタ芸_Game＿＿＿＿＿,7795,7574,99761,75204,0,0
$JNJ,11/27/2018,b'$JNJ very consistent trade setting up again at 50d - next trade will be number 6. Waiting for a F/T bullish day w/a https://t.co/UJt5FZTUTG',oleo,日本,8,126,95,0,0,0
$JNJ,11/27/2018,"b'Hedge Funds Scoff at Trade War, Pile Into $BABA During Q3\nhttps://t.co/KlberTuPeJ\n$JPM, $JNJ, $XOM, $V'",eightleon,東京 北区,200,2055,11522,1215,0,0
$JNJ,11/27/2018,b'RT @StockTweetsHQ: NEW_Eat Your Heart Out_Liquidmetal Technologies $LQMT To Receive Significant Milestone Payment Schedule From Applied Meda',みいな,,21,23,93,95,0.066666667,0.083333333
$JNJ,11/27/2018,b'RT @StockTweetsHQ: NEW_Updated_Johnson &amp; Johnson $JNJ Research And Development Team Now Working With Terra Tech Corp $TRTC On New Strain Ofa',MiSK🌟smap,SMAP⇄NEWSMAP,722,636,50725,20077,-0.055555556,0
$JNJ,11/27/2018,b'2018-11-26 Short sale volume (not short interest) for $PFE is 41%. https://t.co/YezYNYFwHU $BMY 40% $ABT 51% $JNJ 42% $LLY 36%',Vipul Nawre,Roorkee,146,467,21989,47,0,0.1
$JNJ,11/27/2018,"b""Day 2,679 My #whistleblower #retaliation #lawsuit against $JNJ's #Acclarent\nBoston Federal Judge ordering CONVICTEDa https://t.co/H0QzGOuNAH""",癒しのマニアック雑貨店 tuge9999,東京,468,142,88782,36,0.181818182,0
$JNJ,11/27/2018,"b'Pinnacle Associates LTD Cut Its Stake in Golar Lng LTD Bermuda $GLNG by $492,130 as Shares Declined; As Johnson &amp; Ja https://t.co/1XFqTdggx0'",Nala Callie,,678,566,65233,73927,0,0
$JNJ,11/27/2018,b'Waterstone Capital Management LP Has Lifted Holding in Essent Group LTD $ESNT as Share Price Rose; As Johnson &amp; Joha https://t.co/OFr6sBAZ9o',ぽん,,0,97,286,67,0,0
$JNJ,11/27/2018,b'#BREAKING Boston Federal Judge ordering Former $JNJ #Acclarent CONVICTED executives William (Bill) Facteau &amp; Patrica https://t.co/m5P1hWYsu4',VoiceofEdmonton ,,4,31,84,65,0,0
$JNJ,11/27/2018,b'Fell Below 50 DMA today: $FXI $JNJ $RBA $TTD $KFY $AMOT $GDS $EDAP $IVAC $ACLS $VVV $ELF $GDX ... https://t.co/j2lcQPb078',Lecturas Recomendadas,,443,400,10475,10313,-0.052631579,-0.076923077
$JNJ,11/27/2018,b'Proffitt &amp; Goodson Lowered Position in Johnson &amp; Johnson $JNJ as Stock Price Rose; Black Creek Investment Managemena https://t.co/Xq9osmFec1',pam caulkins,,4,14,5170,0,0,0
$JNJ,11/27/2018,b'$FSSN starting very big move up this week. Is becoming cloud giant. $JNJ $AAPL $SYMC $JD $MRK $LLY $REGN $FB $IQa https://t.co/XKfKOU23lj',Jorge Briozzo,Chile y Argentina,1636,4543,4226,448,0.071428571,0
$JNJ,11/27/2018,b'Emerson Electric Co $EMR Shareholder Argent Trust Company Has Upped Holding by $1.68 Million; Plancorp Trimmed Itsa https://t.co/tOLRRR6Q9W',霧咲@二次元依存症,日本 広島,88,80,37679,78297,-0.090909091,-0.058823529
$JNJ,11/27/2018,b'#investing That wave of endless stock buybacks that have propped up stocks for years may face capital competition ia https://t.co/hWkmqDa0lK',お買い物ナビ｜年間365万円以上使うアマゾンヘビーユーザー,日本,243,567,2224,152,0,0
$JNJ,11/27/2018,b'RT @StockTweetsHQ: NEW_Fancy Meeting You Here_OpGen $OPGN And Johnson &amp; Johnson $JNJ Strike Deal On Sidelines Of DAWSON JAMES Growth Confera',Artemis Sol,"Western Mass, USA",126,610,17714,18454,0.285714286,-0.083333333
$JNJ,11/27/2018,"b'Highland Capital Management Lifted Position in Northrop Grumman $NOC by $353,050; Barr E S &amp; Co Raised Holding in Ja https://t.co/CzSPgRMsEt'",koolstuff@amazon,United States,339,709,4978,4162,0.307692308,-0.125
$JNJ,11/27/2018,b'Johnson &amp; Johnson $JNJ Holding Lifted by Coldstream Capital Management Inc; Cummins $CMI Shareholder Public Sectora https://t.co/VbvfSvwrtQ',まろん,,21,300,268,1162,0.066666667,0
$JNJ,11/27/2018,"b'As Alexander &amp; Baldwin $ALEX Valuation Rose, Shareholder Schneider Capital Management Has Trimmed Its Stake; Johnsoa https://t.co/cIP4yma6kE'",とろろっぷす,日本 宮崎,1141,209,20211,90993,0,-0.125
$JNJ,11/27/2018,b'Hikari Power LTD Position in Johnson &amp; Johnson $JNJ Lifted by $6.16 Million as Valuation Rose - https://t.co/dTbyNgwpzg',Luciano Blancato,"Catania, Sicilia",1216,3779,20420,293,0.076923077,0
$JNJ,11/27/2018,b'Hikari Power LTD Holding in Johnson &amp; Johnson $JNJ Has Upped as Stock Value Rose https://t.co/7Pf5VeCGgx',懸賞,,2,76,363,1,0,0.058823529
